sessid,subjid,channo,clusid,sitename,regionname,hemisphere,clustype
25,37,66,4,RMH,HC,R,SU
25,37,66,5,RMH,HC,R,SU
25,37,66,6,RMH,HC,R,MU
25,37,67,1,RMH,HC,R,MU
25,37,67,2,RMH,HC,R,MU
25,37,68,1,RMH,HC,R,MU
25,37,68,2,RMH,HC,R,SU
25,37,68,3,RMH,HC,R,MU
25,37,68,4,RMH,HC,R,SU
25,37,69,1,RMH,HC,R,SU
25,37,69,2,RMH,HC,R,SU
25,37,69,3,RMH,HC,R,SU
25,37,69,4,RMH,HC,R,MU
25,37,69,5,RMH,HC,R,SU
25,37,69,6,RMH,HC,R,SU
25,37,69,7,RMH,HC,R,SU
25,37,69,8,RMH,HC,R,MU
25,37,70,1,RMH,HC,R,MU
25,37,70,2,RMH,HC,R,MU
25,37,70,3,RMH,HC,R,MU
25,37,71,1,RMH,HC,R,MU
25,37,72,1,RMH,HC,R,MU
25,37,72,2,RMH,HC,R,MU
25,37,72,3,RMH,HC,R,MU
25,37,72,4,RMH,HC,R,MU
25,37,73,1,RPHC,PHC,R,MU
25,37,73,2,RPHC,PHC,R,SU
25,37,74,1,RPHC,PHC,R,MU
25,37,74,2,RPHC,PHC,R,MU
25,37,79,1,RPHC,PHC,R,MU
25,37,80,1,RPHC,PHC,R,MU
26,39,1,1,LA,AM,L,SU
26,39,2,1,LA,AM,L,MU
26,39,2,2,LA,AM,L,SU
26,39,3,1,LA,AM,L,MU
26,39,4,1,LA,AM,L,MU
26,39,5,1,LA,AM,L,SU
26,39,6,1,LA,AM,L,MU
26,39,6,2,LA,AM,L,SU
26,39,6,3,LA,AM,L,SU
26,39,7,1,LA,AM,L,SU
26,39,8,1,LA,AM,L,SU
26,39,8,2,LA,AM,L,SU
26,39,9,1,LAH,HC,L,SU
26,39,9,2,LAH,HC,L,SU
26,39,10,1,LAH,HC,L,MU
26,39,10,2,LAH,HC,L,SU
26,39,11,1,LAH,HC,L,MU
26,39,11,2,LAH,HC,L,SU
26,39,12,1,LAH,HC,L,SU
26,39,12,2,LAH,HC,L,MU
26,39,12,3,LAH,HC,L,SU
26,39,14,1,LAH,HC,L,MU
26,39,15,1,LAH,HC,L,MU
26,39,17,1,LEC,EC,L,MU
26,39,17,3,LEC,EC,L,MU
26,39,18,1,LEC,EC,L,SU
26,39,18,2,LEC,EC,L,SU
26,39,19,1,LEC,EC,L,MU
26,39,19,2,LEC,EC,L,SU
26,39,19,3,LEC,EC,L,SU
26,39,19,4,LEC,EC,L,SU
26,39,19,5,LEC,EC,L,MU
26,39,21,1,LEC,EC,L,MU
26,39,22,1,LEC,EC,L,MU
26,39,22,2,LEC,EC,L,SU
26,39,22,3,LEC,EC,L,MU
26,39,23,1,LEC,EC,L,MU
26,39,41,1,RA,AM,R,MU
26,39,41,2,RA,AM,R,MU
26,39,42,1,RA,AM,R,MU
26,39,43,1,RA,AM,R,MU
26,39,43,2,RA,AM,R,MU
26,39,44,1,RA,AM,R,MU
26,39,45,1,RA,AM,R,MU
26,39,46,1,RA,AM,R,MU
26,39,46,2,RA,AM,R,MU
26,39,47,1,RA,AM,R,MU
26,39,47,2,RA,AM,R,MU
26,39,48,1,RA,AM,R,MU
26,39,51,1,RAH,HC,R,MU
26,39,52,1,RAH,HC,R,MU
26,39,58,1,REC,EC,R,MU
26,39,58,2,REC,EC,R,MU
26,39,58,3,REC,EC,R,MU
26,39,64,1,REC,EC,R,MU
26,39,64,2,REC,EC,R,MU
26,39,64,3,REC,EC,R,SU
26,39,64,4,REC,EC,R,SU
26,39,64,5,REC,EC,R,MU
26,39,65,1,RMH,HC,R,SU
26,39,65,2,RMH,HC,R,MU
26,39,65,3,RMH,HC,R,MU
26,39,66,1,RMH,HC,R,MU
26,39,66,2,RMH,HC,R,MU
26,39,66,3,RMH,HC,R,SU
26,39,66,4,RMH,HC,R,SU
26,39,67,1,RMH,HC,R,MU
26,39,67,2,RMH,HC,R,MU
26,39,67,3,RMH,HC,R,MU
26,39,67,4,RMH,HC,R,MU
26,39,67,5,RMH,HC,R,SU
26,39,69,1,RMH,HC,R,MU
26,39,69,2,RMH,HC,R,MU
26,39,69,4,RMH,HC,R,MU
26,39,69,5,RMH,HC,R,MU
26,39,69,6,RMH,HC,R,SU
26,39,70,1,RMH,HC,R,MU
26,39,70,2,RMH,HC,R,MU
26,39,71,1,RMH,HC,R,SU
26,39,71,2,RMH,HC,R,MU
26,39,72,1,RMH,HC,R,SU
26,39,72,2,RMH,HC,R,MU
26,39,72,4,RMH,HC,R,MU
26,39,72,5,RMH,HC,R,SU
26,39,78,1,RPHC,PHC,R,SU
26,39,78,2,RPHC,PHC,R,SU
26,39,78,3,RPHC,PHC,R,MU
26,39,78,4,RPHC,PHC,R,MU
26,39,79,1,RPHC,PHC,R,SU
26,39,79,2,RPHC,PHC,R,MU
26,39,80,1,RPHC,PHC,R,SU
27,39,1,1,LA,AM,L,MU
27,39,2,1,LA,AM,L,MU
27,39,2,2,LA,AM,L,SU
27,39,3,1,LA,AM,L,MU
27,39,3,2,LA,AM,L,MU
27,39,5,1,LA,AM,L,MU
27,39,6,1,LA,AM,L,MU
27,39,6,2,LA,AM,L,SU
27,39,7,1,LA,AM,L,MU
27,39,7,2,LA,AM,L,MU
27,39,7,3,LA,AM,L,SU
27,39,7,4,LA,AM,L,SU
27,39,8,1,LA,AM,L,MU
27,39,8,2,LA,AM,L,SU
27,39,10,1,LAH,HC,L,MU
27,39,10,2,LAH,HC,L,SU
27,39,11,1,LAH,HC,L,MU
27,39,12,1,LAH,HC,L,MU
27,39,13,3,LAH,HC,L,MU
27,39,14,1,LAH,HC,L,MU
27,39,14,2,LAH,HC,L,SU
27,39,14,3,LAH,HC,L,SU
27,39,23,1,LEC,EC,L,SU
27,39,23,3,LEC,EC,L,SU
27,39,41,1,RA,AM,R,SU
27,39,41,2,RA,AM,R,MU
27,39,43,1,RA,AM,R,MU
27,39,44,1,RA,AM,R,MU
27,39,46,1,RA,AM,R,MU
27,39,50,1,RAH,HC,R,MU
27,39,50,2,RAH,HC,R,MU
27,39,56,1,RAH,HC,R,MU
27,39,56,2,RAH,HC,R,SU
27,39,57,1,REC,EC,R,SU
27,39,57,2,REC,EC,R,SU
27,39,58,1,REC,EC,R,MU
27,39,58,2,REC,EC,R,MU
27,39,60,1,REC,EC,R,SU
27,39,60,2,REC,EC,R,MU
27,39,60,3,REC,EC,R,MU
27,39,61,1,REC,EC,R,MU
27,39,62,1,REC,EC,R,MU
27,39,62,2,REC,EC,R,MU
27,39,62,3,REC,EC,R,MU
27,39,63,1,REC,EC,R,MU
27,39,64,1,REC,EC,R,MU
27,39,64,2,REC,EC,R,SU
27,39,64,3,REC,EC,R,SU
27,39,64,4,REC,EC,R,SU
27,39,75,1,RPHC,PHC,R,MU
27,39,76,1,RPHC,PHC,R,MU
27,39,79,1,RPHC,PHC,R,MU
28,40,1,2,LA,AM,L,SU
28,40,1,3,LA,AM,L,MU
28,40,2,1,LA,AM,L,MU
28,40,3,3,LA,AM,L,MU
28,40,4,1,LA,AM,L,SU
28,40,4,2,LA,AM,L,SU
28,40,4,3,LA,AM,L,SU
28,40,4,4,LA,AM,L,MU
28,40,4,5,LA,AM,L,SU
28,40,5,1,LA,AM,L,MU
28,40,6,1,LA,AM,L,SU
28,40,6,2,LA,AM,L,MU
28,40,7,1,LA,AM,L,SU
28,40,7,2,LA,AM,L,MU
28,40,8,1,LA,AM,L,MU
28,40,8,2,LA,AM,L,MU
28,40,9,1,LPHC,PHC,L,MU
28,40,10,1,LPHC,PHC,L,SU
28,40,10,2,LPHC,PHC,L,MU
28,40,11,1,LPHC,PHC,L,MU
28,40,12,1,LPHC,PHC,L,SU
28,40,12,2,LPHC,PHC,L,MU
28,40,13,1,LPHC,PHC,L,MU
28,40,14,1,LPHC,PHC,L,MU
28,40,15,1,LPHC,PHC,L,MU
28,40,16,1,LPHC,PHC,L,MU
28,40,17,1,RA,AM,R,MU
28,40,22,1,RA,AM,R,MU
28,40,22,2,RA,AM,R,MU
28,40,22,3,RA,AM,R,MU
28,40,22,4,RA,AM,R,MU
28,40,22,5,RA,AM,R,SU
28,40,23,1,RA,AM,R,MU
28,40,23,2,RA,AM,R,SU
28,40,24,1,RA,AM,R,MU
28,40,24,2,RA,AM,R,SU
28,40,26,1,RPHC,PHC,R,MU
28,40,26,2,RPHC,PHC,R,SU
28,40,26,3,RPHC,PHC,R,SU
28,40,27,1,RPHC,PHC,R,MU
28,40,27,2,RPHC,PHC,R,MU
28,40,27,3,RPHC,PHC,R,SU
28,40,27,4,RPHC,PHC,R,SU
28,40,28,1,RPHC,PHC,R,MU
28,40,28,2,RPHC,PHC,R,SU
28,40,28,3,RPHC,PHC,R,SU
28,40,28,4,RPHC,PHC,R,SU
28,40,29,1,RPHC,PHC,R,MU
28,40,29,2,RPHC,PHC,R,SU
28,40,30,1,RPHC,PHC,R,MU
28,40,30,2,RPHC,PHC,R,SU
28,40,30,3,RPHC,PHC,R,SU
28,40,31,1,RPHC,PHC,R,MU
28,40,31,2,RPHC,PHC,R,MU
28,40,31,3,RPHC,PHC,R,SU
29,41,1,1,LA,AM,L,SU
29,41,2,1,LA,AM,L,SU
29,41,2,2,LA,AM,L,SU
29,41,2,3,LA,AM,L,MU
29,41,2,4,LA,AM,L,SU
29,41,2,5,LA,AM,L,SU
29,41,3,1,LA,AM,L,MU
29,41,4,1,LA,AM,L,SU
29,41,4,2,LA,AM,L,MU
29,41,4,3,LA,AM,L,SU
29,41,4,4,LA,AM,L,SU
29,41,5,1,LA,AM,L,MU
29,41,5,2,LA,AM,L,MU
29,41,5,3,LA,AM,L,SU
29,41,5,4,LA,AM,L,SU
29,41,6,1,LA,AM,L,SU
29,41,6,3,LA,AM,L,SU
29,41,7,1,LA,AM,L,MU
29,41,7,3,LA,AM,L,SU
29,41,7,4,LA,AM,L,MU
29,41,8,1,LA,AM,L,MU
29,41,8,2,LA,AM,L,MU
29,41,9,1,LAH,HC,L,MU
29,41,10,1,LAH,HC,L,MU
29,41,11,1,LAH,HC,L,MU
29,41,11,2,LAH,HC,L,SU
29,41,11,3,LAH,HC,L,SU
29,41,11,4,LAH,HC,L,SU
29,41,12,1,LAH,HC,L,MU
29,41,13,1,LAH,HC,L,SU
29,41,13,2,LAH,HC,L,SU
29,41,13,3,LAH,HC,L,MU
29,41,13,4,LAH,HC,L,MU
29,41,14,1,LAH,HC,L,MU
29,41,14,2,LAH,HC,L,MU
29,41,14,3,LAH,HC,L,SU
29,41,15,1,LAH,HC,L,SU
29,41,15,2,LAH,HC,L,SU
29,41,15,3,LAH,HC,L,SU
29,41,17,1,LMH,HC,L,SU
29,41,23,1,LMH,HC,L,SU
29,41,24,1,LMH,HC,L,SU
29,41,25,1,LPHC,PHC,L,MU
29,41,25,2,LPHC,PHC,L,SU
29,41,25,3,LPHC,PHC,L,MU
29,41,26,1,LPHC,PHC,L,MU
29,41,26,2,LPHC,PHC,L,MU
29,41,27,1,LPHC,PHC,L,MU
29,41,27,2,LPHC,PHC,L,MU
29,41,27,3,LPHC,PHC,L,SU
29,41,29,1,LPHC,PHC,L,MU
29,41,29,2,LPHC,PHC,L,SU
29,41,32,1,LPHC,PHC,L,MU
29,41,32,2,LPHC,PHC,L,MU
30,41,1,1,LA,AM,L,MU
30,41,2,1,LA,AM,L,MU
30,41,2,2,LA,AM,L,SU
30,41,4,1,LA,AM,L,MU
30,41,4,2,LA,AM,L,SU
30,41,5,1,LA,AM,L,MU
30,41,5,2,LA,AM,L,SU
30,41,5,3,LA,AM,L,SU
30,41,6,1,LA,AM,L,SU
30,41,6,2,LA,AM,L,MU
30,41,7,1,LA,AM,L,MU
30,41,7,2,LA,AM,L,SU
30,41,7,3,LA,AM,L,SU
30,41,8,1,LA,AM,L,MU
30,41,9,1,LAH,HC,L,MU
30,41,10,1,LAH,HC,L,SU
30,41,11,1,LAH,HC,L,MU
30,41,11,2,LAH,HC,L,MU
30,41,12,1,LAH,HC,L,MU
30,41,12,2,LAH,HC,L,SU
30,41,13,1,LAH,HC,L,SU
30,41,13,2,LAH,HC,L,SU
30,41,13,3,LAH,HC,L,MU
30,41,13,4,LAH,HC,L,SU
30,41,13,6,LAH,HC,L,SU
30,41,14,1,LAH,HC,L,MU
30,41,14,2,LAH,HC,L,MU
30,41,14,3,LAH,HC,L,MU
30,41,17,1,LMH,HC,L,SU
30,41,23,1,LMH,HC,L,MU
30,41,23,2,LMH,HC,L,MU
30,41,25,1,LPHC,PHC,L,MU
30,41,25,2,LPHC,PHC,L,SU
30,41,27,1,LPHC,PHC,L,SU
30,41,27,2,LPHC,PHC,L,SU
30,41,28,1,LPHC,PHC,L,SU
30,41,29,1,LPHC,PHC,L,MU
30,41,30,1,LPHC,PHC,L,MU
30,41,32,1,LPHC,PHC,L,MU
30,41,32,3,LPHC,PHC,L,SU
31,42,1,1,LA,AM,L,SU
31,42,1,2,LA,AM,L,SU
31,42,1,3,LA,AM,L,SU
31,42,1,4,LA,AM,L,SU
31,42,2,1,LA,AM,L,MU
31,42,3,1,LA,AM,L,SU
31,42,3,2,LA,AM,L,SU
31,42,3,3,LA,AM,L,MU
31,42,3,4,LA,AM,L,MU
31,42,3,5,LA,AM,L,SU
31,42,3,6,LA,AM,L,SU
31,42,3,7,LA,AM,L,SU
31,42,4,1,LA,AM,L,SU
31,42,4,2,LA,AM,L,MU
31,42,4,3,LA,AM,L,MU
31,42,4,4,LA,AM,L,SU
31,42,4,5,LA,AM,L,SU
31,42,5,1,LA,AM,L,MU
31,42,5,2,LA,AM,L,SU
31,42,5,3,LA,AM,L,SU
31,42,5,4,LA,AM,L,SU
31,42,5,5,LA,AM,L,SU
31,42,6,1,LA,AM,L,SU
31,42,6,2,LA,AM,L,SU
31,42,6,3,LA,AM,L,MU
31,42,6,4,LA,AM,L,SU
31,42,6,5,LA,AM,L,SU
31,42,6,6,LA,AM,L,SU
31,42,6,7,LA,AM,L,SU
31,42,7,1,LA,AM,L,SU
31,42,7,2,LA,AM,L,SU
31,42,7,3,LA,AM,L,MU
31,42,7,4,LA,AM,L,SU
31,42,7,5,LA,AM,L,SU
31,42,7,6,LA,AM,L,SU
31,42,8,1,LA,AM,L,SU
31,42,8,2,LA,AM,L,SU
31,42,8,3,LA,AM,L,SU
31,42,8,4,LA,AM,L,SU
31,42,8,5,LA,AM,L,MU
31,42,8,6,LA,AM,L,SU
31,42,9,1,LAH,HC,L,MU
31,42,9,2,LAH,HC,L,SU
31,42,9,3,LAH,HC,L,MU
31,42,9,4,LAH,HC,L,SU
31,42,10,1,LAH,HC,L,SU
31,42,10,2,LAH,HC,L,SU
31,42,10,3,LAH,HC,L,MU
31,42,10,4,LAH,HC,L,SU
31,42,10,5,LAH,HC,L,SU
31,42,11,1,LAH,HC,L,SU
31,42,11,2,LAH,HC,L,SU
31,42,11,3,LAH,HC,L,SU
31,42,11,4,LAH,HC,L,SU
31,42,11,5,LAH,HC,L,SU
31,42,12,1,LAH,HC,L,SU
31,42,12,2,LAH,HC,L,SU
31,42,12,3,LAH,HC,L,SU
31,42,12,4,LAH,HC,L,SU
31,42,14,1,LAH,HC,L,MU
31,42,14,2,LAH,HC,L,SU
31,42,14,3,LAH,HC,L,MU
31,42,14,4,LAH,HC,L,SU
31,42,14,5,LAH,HC,L,SU
31,42,14,6,LAH,HC,L,SU
31,42,16,1,LAH,HC,L,MU
31,42,16,2,LAH,HC,L,MU
31,42,16,3,LAH,HC,L,MU
31,42,16,4,LAH,HC,L,SU
31,42,16,5,LAH,HC,L,SU
31,42,16,6,LAH,HC,L,MU
31,42,16,7,LAH,HC,L,SU
31,42,22,1,LEC,EC,L,MU
31,42,22,2,LEC,EC,L,SU
31,42,22,3,LEC,EC,L,MU
31,42,22,4,LEC,EC,L,MU
31,42,26,1,LMH,HC,L,MU
31,42,31,1,LMH,HC,L,MU
31,42,33,1,LPHC,PHC,L,SU
31,42,33,2,LPHC,PHC,L,SU
31,42,33,3,LPHC,PHC,L,MU
31,42,34,1,LPHC,PHC,L,SU
31,42,34,2,LPHC,PHC,L,SU
31,42,34,3,LPHC,PHC,L,SU
31,42,34,4,LPHC,PHC,L,MU
31,42,35,1,LPHC,PHC,L,MU
31,42,35,2,LPHC,PHC,L,SU
31,42,36,-1,LPHC,PHC,L,MU
31,42,36,1,LPHC,PHC,L,SU
31,42,36,2,LPHC,PHC,L,MU
31,42,37,1,LPHC,PHC,L,SU
31,42,37,2,LPHC,PHC,L,SU
31,42,37,3,LPHC,PHC,L,SU
31,42,37,4,LPHC,PHC,L,SU
31,42,38,1,LPHC,PHC,L,SU
31,42,39,1,LPHC,PHC,L,SU
31,42,39,2,LPHC,PHC,L,SU
31,42,39,3,LPHC,PHC,L,MU
31,42,40,1,LPHC,PHC,L,MU
31,42,44,1,RA,AM,R,MU
31,42,44,2,RA,AM,R,MU
31,42,45,1,RA,AM,R,SU
31,42,45,2,RA,AM,R,SU
31,42,45,3,RA,AM,R,MU
31,42,45,4,RA,AM,R,MU
31,42,45,5,RA,AM,R,SU
31,42,46,1,RA,AM,R,MU
31,42,47,1,RA,AM,R,MU
31,42,48,3,RA,AM,R,MU
31,42,50,1,RAH,HC,R,SU
31,42,50,2,RAH,HC,R,MU
31,42,51,1,RAH,HC,R,MU
31,42,51,2,RAH,HC,R,MU
31,42,53,1,RAH,HC,R,SU
31,42,54,1,RAH,HC,R,SU
31,42,54,2,RAH,HC,R,MU
31,42,55,1,RAH,HC,R,SU
31,42,55,2,RAH,HC,R,MU
31,42,55,3,RAH,HC,R,SU
31,42,57,1,REC,EC,R,MU
31,42,59,1,REC,EC,R,MU
31,42,59,2,REC,EC,R,MU
31,42,59,3,REC,EC,R,SU
31,42,60,1,REC,EC,R,MU
31,42,65,1,RMH,HC,R,SU
31,42,65,2,RMH,HC,R,MU
31,42,65,3,RMH,HC,R,MU
31,42,66,1,RMH,HC,R,MU
31,42,66,2,RMH,HC,R,MU
31,42,66,3,RMH,HC,R,MU
31,42,67,1,RMH,HC,R,MU
31,42,67,2,RMH,HC,R,MU
31,42,67,3,RMH,HC,R,MU
31,42,67,4,RMH,HC,R,SU
31,42,68,1,RMH,HC,R,SU
31,42,69,1,RMH,HC,R,SU
31,42,69,2,RMH,HC,R,MU
31,42,69,3,RMH,HC,R,SU
31,42,70,1,RMH,HC,R,SU
31,42,70,2,RMH,HC,R,MU
31,42,73,1,RPHC,PHC,R,MU
31,42,73,2,RPHC,PHC,R,SU
31,42,73,3,RPHC,PHC,R,MU
31,42,73,4,RPHC,PHC,R,SU
31,42,73,5,RPHC,PHC,R,SU
31,42,73,6,RPHC,PHC,R,SU
31,42,75,1,RPHC,PHC,R,SU
31,42,75,2,RPHC,PHC,R,MU
31,42,75,3,RPHC,PHC,R,SU
31,42,75,4,RPHC,PHC,R,SU
31,42,75,5,RPHC,PHC,R,MU
31,42,75,6,RPHC,PHC,R,SU
31,42,75,7,RPHC,PHC,R,MU
31,42,76,1,RPHC,PHC,R,SU
31,42,76,2,RPHC,PHC,R,SU
31,42,76,3,RPHC,PHC,R,MU
31,42,76,4,RPHC,PHC,R,MU
31,42,76,5,RPHC,PHC,R,SU
31,42,76,6,RPHC,PHC,R,MU
31,42,76,7,RPHC,PHC,R,SU
31,42,77,1,RPHC,PHC,R,SU
31,42,77,2,RPHC,PHC,R,MU
31,42,77,3,RPHC,PHC,R,SU
31,42,77,4,RPHC,PHC,R,MU
31,42,77,5,RPHC,PHC,R,SU
31,42,78,1,RPHC,PHC,R,MU
31,42,78,2,RPHC,PHC,R,MU
31,42,79,1,RPHC,PHC,R,SU
31,42,79,2,RPHC,PHC,R,SU
31,42,79,3,RPHC,PHC,R,SU
31,42,79,4,RPHC,PHC,R,MU
31,42,79,5,RPHC,PHC,R,MU
31,42,79,6,RPHC,PHC,R,SU
31,42,80,1,RPHC,PHC,R,MU
31,42,80,2,RPHC,PHC,R,SU
31,42,80,3,RPHC,PHC,R,MU
31,42,80,4,RPHC,PHC,R,MU
31,42,80,5,RPHC,PHC,R,SU
31,42,80,6,RPHC,PHC,R,SU
32,42,1,1,LA,AM,L,MU
32,42,1,2,LA,AM,L,SU
32,42,1,4,LA,AM,L,SU
32,42,2,1,LA,AM,L,MU
32,42,2,2,LA,AM,L,SU
32,42,3,1,LA,AM,L,MU
32,42,3,2,LA,AM,L,SU
32,42,3,3,LA,AM,L,SU
32,42,3,4,LA,AM,L,SU
32,42,3,5,LA,AM,L,SU
32,42,3,6,LA,AM,L,SU
32,42,4,1,LA,AM,L,MU
32,42,4,2,LA,AM,L,SU
32,42,4,3,LA,AM,L,SU
32,42,5,1,LA,AM,L,MU
32,42,5,2,LA,AM,L,MU
32,42,5,3,LA,AM,L,MU
32,42,5,4,LA,AM,L,SU
32,42,5,5,LA,AM,L,SU
32,42,5,6,LA,AM,L,SU
32,42,6,1,LA,AM,L,SU
32,42,6,2,LA,AM,L,MU
32,42,6,3,LA,AM,L,SU
32,42,6,4,LA,AM,L,SU
32,42,6,5,LA,AM,L,MU
32,42,6,6,LA,AM,L,SU
32,42,7,1,LA,AM,L,SU
32,42,7,2,LA,AM,L,SU
32,42,7,3,LA,AM,L,SU
32,42,7,4,LA,AM,L,SU
32,42,7,5,LA,AM,L,MU
32,42,7,6,LA,AM,L,SU
32,42,8,1,LA,AM,L,SU
32,42,8,2,LA,AM,L,MU
32,42,8,3,LA,AM,L,SU
32,42,8,4,LA,AM,L,SU
32,42,8,5,LA,AM,L,SU
32,42,9,1,LAH,HC,L,SU
32,42,9,2,LAH,HC,L,SU
32,42,9,3,LAH,HC,L,MU
32,42,9,4,LAH,HC,L,SU
32,42,9,5,LAH,HC,L,SU
32,42,9,6,LAH,HC,L,MU
32,42,9,7,LAH,HC,L,SU
32,42,9,8,LAH,HC,L,SU
32,42,10,1,LAH,HC,L,MU
32,42,11,1,LAH,HC,L,MU
32,42,11,2,LAH,HC,L,SU
32,42,11,3,LAH,HC,L,MU
32,42,11,4,LAH,HC,L,SU
32,42,12,1,LAH,HC,L,MU
32,42,12,2,LAH,HC,L,SU
32,42,12,3,LAH,HC,L,SU
32,42,12,4,LAH,HC,L,SU
32,42,14,1,LAH,HC,L,MU
32,42,14,2,LAH,HC,L,SU
32,42,14,3,LAH,HC,L,SU
32,42,14,4,LAH,HC,L,SU
32,42,14,5,LAH,HC,L,SU
32,42,16,1,LAH,HC,L,SU
32,42,16,2,LAH,HC,L,MU
32,42,16,3,LAH,HC,L,SU
32,42,16,4,LAH,HC,L,MU
32,42,18,1,LEC,EC,L,MU
32,42,22,1,LEC,EC,L,MU
32,42,26,1,LMH,HC,L,MU
32,42,26,2,LMH,HC,L,SU
32,42,26,3,LMH,HC,L,SU
32,42,26,4,LMH,HC,L,MU
32,42,27,1,LMH,HC,L,MU
32,42,28,1,LMH,HC,L,MU
32,42,29,1,LMH,HC,L,MU
32,42,30,1,LMH,HC,L,MU
32,42,31,1,LMH,HC,L,SU
32,42,31,3,LMH,HC,L,SU
32,42,31,4,LMH,HC,L,SU
32,42,31,5,LMH,HC,L,SU
32,42,31,6,LMH,HC,L,MU
32,42,31,7,LMH,HC,L,MU
32,42,31,8,LMH,HC,L,SU
32,42,31,9,LMH,HC,L,SU
32,42,32,1,LMH,HC,L,MU
32,42,33,1,LPHC,PHC,L,MU
32,42,33,2,LPHC,PHC,L,SU
32,42,33,3,LPHC,PHC,L,SU
32,42,33,4,LPHC,PHC,L,SU
32,42,34,1,LPHC,PHC,L,SU
32,42,34,2,LPHC,PHC,L,MU
32,42,34,3,LPHC,PHC,L,MU
32,42,35,1,LPHC,PHC,L,MU
32,42,36,1,LPHC,PHC,L,MU
32,42,36,2,LPHC,PHC,L,SU
32,42,36,3,LPHC,PHC,L,MU
32,42,36,4,LPHC,PHC,L,SU
32,42,36,5,LPHC,PHC,L,MU
32,42,36,6,LPHC,PHC,L,SU
32,42,37,1,LPHC,PHC,L,MU
32,42,37,2,LPHC,PHC,L,MU
32,42,37,3,LPHC,PHC,L,SU
32,42,38,1,LPHC,PHC,L,SU
32,42,38,2,LPHC,PHC,L,MU
32,42,38,3,LPHC,PHC,L,MU
32,42,39,1,LPHC,PHC,L,MU
32,42,40,1,LPHC,PHC,L,MU
32,42,40,2,LPHC,PHC,L,SU
32,42,45,1,RA,AM,R,SU
32,42,45,2,RA,AM,R,SU
32,42,45,3,RA,AM,R,SU
32,42,45,4,RA,AM,R,SU
32,42,45,5,RA,AM,R,MU
32,42,46,1,RA,AM,R,SU
32,42,50,1,RAH,HC,R,MU
32,42,50,2,RAH,HC,R,SU
32,42,53,1,RAH,HC,R,SU
32,42,53,2,RAH,HC,R,SU
32,42,55,1,RAH,HC,R,SU
32,42,55,2,RAH,HC,R,SU
32,42,57,1,REC,EC,R,MU
32,42,57,2,REC,EC,R,SU
32,42,57,3,REC,EC,R,SU
32,42,57,4,REC,EC,R,SU
32,42,59,1,REC,EC,R,MU
32,42,59,2,REC,EC,R,MU
32,42,59,3,REC,EC,R,SU
32,42,59,4,REC,EC,R,SU
32,42,60,1,REC,EC,R,MU
32,42,60,2,REC,EC,R,SU
32,42,60,3,REC,EC,R,SU
32,42,64,1,REC,EC,R,SU
32,42,64,2,REC,EC,R,SU
32,42,64,3,REC,EC,R,MU
32,42,64,4,REC,EC,R,SU
32,42,65,1,RMH,HC,R,SU
32,42,65,2,RMH,HC,R,MU
32,42,65,4,RMH,HC,R,SU
32,42,66,1,RMH,HC,R,MU
32,42,67,1,RMH,HC,R,MU
32,42,67,2,RMH,HC,R,SU
32,42,68,1,RMH,HC,R,MU
32,42,68,2,RMH,HC,R,SU
32,42,68,3,RMH,HC,R,SU
32,42,69,1,RMH,HC,R,MU
32,42,69,2,RMH,HC,R,SU
32,42,70,1,RMH,HC,R,MU
32,42,70,2,RMH,HC,R,SU
32,42,70,3,RMH,HC,R,MU
32,42,72,1,RMH,HC,R,MU
32,42,73,1,RPHC,PHC,R,MU
32,42,73,2,RPHC,PHC,R,SU
32,42,73,3,RPHC,PHC,R,MU
32,42,73,4,RPHC,PHC,R,MU
32,42,74,1,RPHC,PHC,R,MU
32,42,75,1,RPHC,PHC,R,MU
32,42,75,2,RPHC,PHC,R,SU
32,42,75,3,RPHC,PHC,R,MU
32,42,75,4,RPHC,PHC,R,SU
32,42,75,5,RPHC,PHC,R,SU
32,42,75,6,RPHC,PHC,R,SU
32,42,76,1,RPHC,PHC,R,MU
32,42,76,2,RPHC,PHC,R,SU
32,42,77,1,RPHC,PHC,R,MU
32,42,77,2,RPHC,PHC,R,MU
32,42,77,3,RPHC,PHC,R,SU
32,42,78,1,RPHC,PHC,R,MU
32,42,79,1,RPHC,PHC,R,MU
32,42,80,1,RPHC,PHC,R,MU
32,42,80,2,RPHC,PHC,R,SU
32,42,80,3,RPHC,PHC,R,SU
32,42,80,4,RPHC,PHC,R,MU
33,42,1,1,,other,L,MU
33,42,1,2,,other,L,MU
33,42,2,1,,other,L,MU
33,42,2,2,,other,L,MU
33,42,3,1,,other,L,MU
33,42,4,1,,other,L,MU
33,42,5,1,,other,L,MU
33,42,6,1,,other,L,MU
33,42,7,1,,other,L,MU
33,42,7,2,,other,L,MU
33,42,8,1,,other,L,MU
33,42,10,1,,other,L,MU
33,42,15,1,,other,L,MU
33,42,16,1,,other,L,MU
33,42,16,2,,other,L,MU
33,42,26,1,,other,L,MU
33,42,30,1,,other,L,MU
33,42,31,1,,other,L,SU
33,42,31,2,,other,L,MU
33,42,34,1,,other,L,MU
33,42,35,1,,other,L,MU
33,42,36,1,,other,L,MU
33,42,37,1,,other,L,MU
33,42,37,2,,other,L,SU
33,42,37,3,,other,L,SU
33,42,38,1,,other,L,SU
33,42,39,1,,other,L,SU
